"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Yastrzemski, Mike","573262","30","19.6",43.3,"106.8","90.9","101.1","93.7","83.5","387","208","382","13",43.3,"4",13.3,7.3
"Urías, Ramón","602104","30","7.1",33.3,"107.1","88","98.7","96","83.6","377","144",,"12",40,"3",10,7.7
"Wade Jr., LaMonte","664774","30","24.7",46.7,"107.6","91.5","98.7","92.1","91.4","388","240","364","11",36.7,"2",6.7,3.7
"Adell, Jo","666176","30","15.1",33.3,"111.7","93.3","102.9","91.9","95.5","408","169","395","17",56.7,"4",13.3,8.7
"Taveras, Leody","665750","29","29.1",24.1,"101.9","84.1","95","86.4","87.9","356","160",,"9",31,"1",3.4,2.2
"Winn, Masyn","691026","29","13.9",27.6,"107.9","87.3","100.4","92.2","87.1","403","143","403","11",37.9,"2",6.9,3.9
"Taylor, Tyrone","621438","29","24.3",34.5,"106.9","86.3","96.1","86.8","89.9","374","174",,"11",37.9,"1",3.4,2.6
"Heim, Jonah","641680","29","21.9",37.9,"109.6","94.1","101.9","94.2","95.9","417","201","392","13",44.8,"4",13.8,10.8
"Dingler, Dillon","693307","29","17.7",48.3,"110.4","92.3","101.2","92.6","91.6","410","209","395","15",51.7,"3",10.3,7.3
"Fraley, Jake","641584","29","21.7",34.5,"105.8","80.7","92.6","85.2","78.8","351","163",,"7",24.1,"0",0,0
"DeJong, Paul","657557","29","21.8",37.9,"108.7","89.2","99","90.5","87.2","363","172",,"11",37.9,"1",3.4,1.9
"McCutchen, Andrew","457705","29","8.3",27.6,"106.3","94.5","101.8","98.8","91.4","393","165","393","17",58.6,"3",10.3,7.1
"Báez, Javier","595879","29","5.2",41.4,"102.8","85.2","95.2","90.3","80.3","378","152",,"7",24.1,"1",3.4,2.4
"Crews, Dylan","686611","29","0.6",24.1,"111.1","88.1","98.8","94.5","82.9","398","132",,"9",31,"3",10.3,6.1
"Jansen, Danny","643376","29","22",20.7,"103.6","86.5","96","91.5","81.1","360","179","358","8",27.6,"0",0,0
"McCarthy, Jake","664983","29","5.4",20.7,"98","82.7","93.2","90.4","78.4","369","138",,"5",17.2,"0",0,0
"Grisham, Trent","663757","28","21.6",32.1,"108.3","92.7","101.5","94.5","95.6","405","205","373","15",53.6,"4",14.3,10.3
"Paris, Kyren","677347","28","11.3",25,"108.1","87.3","102.6","96.2","79.8","434","171","394","17",60.7,"5",17.9,10.9
"Moreno, Gabriel","672515","28","10.5",32.1,"104","91.2","96.8","93.4","90.3","361","134",,"10",35.7,"0",0,0
"Muncy, Max","571970","28","16.3",50,"108.6","91.5","101","95.8","81.9","383","187",,"14",50,"3",10.7,5
"Smith, Cam","701358","28","3.1",28.6,"110.6","86.5","99.7","90.3","82.7","370","149","370","11",39.3,"2",7.1,4.7
"Martini, Nick","605361","28","8.8",25,"105","86.2","99","88.4","85.4","370","120",,"10",35.7,"1",3.6,2.7
"Rojas, Miguel","500743","28","5.8",28.6,"103.3","86","95.8","84.2","87.2","344","126",,"8",28.6,"0",0,0
"Bailey, Patrick","672275","27","19.4",25.9,"105.9","92.1","100.3","94.5","93.1","400","206",,"13",48.1,"1",3.7,2.2
"Narváez, Carlos","665966","27","16.7",18.5,"110.8","88.9","99.7","88.5","93.7","396","144",,"8",29.6,"2",7.4,5
"Jeffers, Ryan","680777","27","16.7",33.3,"110.4","89.1","99.4","94.9","78.6","398","216",,"10",37,"1",3.7,2.6
"Cabrera, Oswaldo","665828","27","15.8",44.4,"102.9","87.6","96.1","89.4","85.6","352","177",,"9",33.3,"0",0,0
"Smith, Josh","669701","27","8.6",37,"106.7","87.1","98.4","93","80.8","394","161","394","11",40.7,"2",7.4,4.5
"Amaya, Jacob","676070","27","15.5",22.2,"101.5","87.9","95.7","92.9","90.1","324","143",,"7",25.9,"0",0,0
"Morel, Christopher","666624","27","18.7",40.7,"111.3","87.6","100","89.5","85.2","400","182","387","10",37,"5",18.5,10
"Kjerstad, Heston","677008","27","18.6",51.9,"105.5","90.3","99","92.7","88.4","409","177","409","12",44.4,"2",7.4,5.3
"Mitchell, Garrett","669003","27","9.6",29.6,"110.6","89.2","100.9","94.6","85.8","325","149",,"11",40.7,"0",0,0
"Thomas, Alek","677950","27","2.1",33.3,"107.5","92.4","101.5","97.9","87.2","417","152",,"12",44.4,"3",11.1,8.3
"Young, Jacob","696285","27","-2",18.5,"106.8","85.6","96.6","87.9","85","304","93",,"7",25.9,"0",0,0
"Renfroe, Hunter","592669","27","20.1",22.2,"109.9","87.2","97.1","93","83.6","391","189",,"7",25.9,"1",3.7,2.3
"Noel, Jhonkensy","678877","27","12.6",3.7,"117.2","93.9","105.9","94.2","98.2","316","98",,"15",55.6,"1",3.7,2.9
"Acuña, Luisangel","682668","26","11.1",34.6,"105.9","87.4","96.8","87.3","90.5","334","135",,"7",26.9,"0",0,0
"De La Cruz, Bryan","650559","26","13.8",42.3,"106.5","91.1","101.6","94.6","87.9","368","167",,"13",50,"2",7.7,4.3
"Rosario, Amed","642708","26","10.8",42.3,"108.7","91.2","100.3","95","88.6","373","173","373","10",38.5,"1",3.8,3.3
"Trevino, Jose","624431","26","1.8",23.1,"107.2","85.3","98.9","94.6","80.7","404","115","383","9",34.6,"2",7.7,6.5
"Bryant, Kris","592178","26","13",46.2,"102.9","90.8","97.9","95","84.1","387","199",,"9",34.6,"2",7.7,4.9
"Hill, Derek","656537","26","-1",34.6,"112.3","88","100.2","94.4","84.6","398","113","398","10",38.5,"2",7.7,4.5
"Bart, Joey","663698","26","13.4",38.5,"110.5","88.7","98.2","91.9","84.3","411","179","411","7",26.9,"4",15.4,8.7
"Cronenworth, Jake","630105","26","10.8",19.2,"107.4","89.6","100.3","92.6","84.9","395","162","388","10",38.5,"1",3.8,2.3
"Ibáñez, Andy","628451","25","-4.1",24,"108.9","88.4","100.2","94.4","82.4","376","130","376","10",40,"1",4,3.3
"Hicks, Liam","689414","25","6.2",28,"105.4","87.4","96.7","90.2","83.6","369","148",,"8",32,"0",0,0
"Dunn, Oliver","686554","25","3.7",36,"109.1","86.3","99.5","89.6","83.1","332","120",,"7",28,"0",0,0
"Anderson, Tim","641313","25","-3.6",24,"101.2","87.4","96.2","92.8","84.4","349","112",,"10",40,"0",0,0
"Lockridge, Brandon","663604","25","0.4",12,"107.8","85.1","95.1","89.8","82.9","314","91",,"4",16,"0",0,0
"Torrens, Luis","620443","25","7.9",40,"105.8","89.5","100","89.1","90","398","173","398","13",52,"4",16,11.1
"Bride, Jonah","681146","25","9.7",32,"100.4","84.5","95.3","93.3","80.2","360","138",,"7",28,"1",4,2.2
"Benintendi, Andrew","643217","24","11.9",20.8,"104.6","84.4","98.5","95.9","71.9","401","168","399","9",37.5,"3",12.5,9.1
"Iglesias, Jose","578428","24","-10.1",16.7,"101.5","79.1","90.9","81.9","78.4","338","68",,"4",16.7,"0",0,0
"Allen, Nick","669397","24","10.5",41.7,"104.4","85.9","98.1","88.9","83.9","339","132",,"9",39.1,"0",0,0
"Bliss, Ryan","669208","24","10.2",37.5,"104","89","98.4","93.4","84.5","391","170","387","8",33.3,"3",12.5,7.7
"Marsh, Brandon","669016","24","3.5",12.5,"105","89.3","99","95.1","84.8","395","128","395","11",45.8,"1",4.2,2.2
"Straw, Myles","664702","24","7",25,"100.4","86.4","94","88.2","84.7","397","130","397","6",25,"1",4.2,3.4
"Moniak, Mickey","666160","24","18.3",41.7,"108.1","90.3","102.1","95.7","86.3","405","174","405","12",50,"3",12.5,8.3
"Moore, Dylan","664238","24","6.3",25,"108.6","86.2","98.6","87.3","86.2","411","134","380","9",37.5,"2",8.3,5.7
"Díaz, Elias","553869","23","16.4",26.1,"111.4","88.4","99.7","96.9","87.5","358","128",,"10",43.5,"0",0,0
"Miranda, Jose","669304","23","6.6",26.1,"109.7","88.5","99.9","84.8","91.4","389","135","389","10",43.5,"1",4.3,2.8
"Naylor, Bo","666310","23","27.4",39.1,"104","90.1","97.9","92.5","78","401","232","401","7",30.4,"2",8.7,5.4
"Higashioka, Kyle","543309","23","19.5",26.1,"106.5","92","100.1","97.3","88.5","413","149",,"10",43.5,"1",4.3,3.6
"Turner, Justin","457759","23","13.5",34.8,"103.8","87.4","95","89.9","85.1","386","163",,"4",17.4,"1",4.3,2.9
"Melendez, MJ","669004","23","25.1",21.7,"103.1","88.5","97.2","92.8","84.3","379","170",,"9",39.1,"1",4.3,2.3
"Thomas, Lane","657041","23","21.5",21.7,"109.4","87.4","96.9","87.5","88.1","377","162",,"7",30.4,"0",0,0
"Baldwin, Drake","686948","23","12.2",26.1,"109.6","94.5","102.6","95.2","93.7","394","182",,"15",65.2,"3",13,9.1
"Marte, Ketel","606466","22","13.2",27.3,"115.5","94.6","105.1","89.1","101.4","409","144",,"12",54.5,"1",4.5,3.1
"Taylor, Michael A.","572191","22","14.6",40.9,"107.4","94.1","101.5","96.5","92.1","411","167","411","11",50,"2",9.1,6.1
"Vázquez, Christian","543877","22","18",45.5,"102.7","89.7","97.1","93.6","84.2","351","210",,"7",31.8,"1",4.5,3.4
"Malloy, Justyn-Henry","669234","22","18.6",36.4,"102.7","84.3","93.4","88.9","72.5","375","179",,"6",27.3,"1",4.5,2.2
"Smith, Pavin","656976","22","13.1",54.5,"107.4","93.2","101.4","96","91.5","416","182","416","12",54.5,"5",22.7,12.2
"Kelly, Carson","608348","22","14.1",40.9,"106.6","94.6","102.3","99.5","88.8","403","210","374","14",63.6,"5",22.7,13.5
"Myers, Dane","667472","22","1.2",40.9,"106.8","90.8","100.4","96.6","87.5","352","111",,"9",40.9,"1",4.5,3.2
"Rodgers, Brendan","663898","21","10.1",38.1,"108.3","90.4","102.7","90.5","95","363","164",,"11",52.4,"3",14.3,7.9
"Henderson, Gunnar","683002","21","8",28.6,"111.4","99.4","107.1","98.2","100.3","368","147",,"14",66.7,"1",4.8,2.9
"Kelenic, Jarred","672284","21","15.2",19,"108.4","87.5","96.6","89.2","87.7","373","145","342","5",23.8,"2",9.5,4.8
"Capra, Vinny","681962","21","10.3",23.8,"103.9","84.1","96.3","95.8","83.2","370","116","370","6",28.6,"1",4.8,3.1
"Jung, Josh","673962","21","8.8",52.4,"106.8","88.1","98.6","96.3","82.2","397","179","343","7",33.3,"3",14.3,11.1
"Baty, Brett","683146","21","0.7",28.6,"113.4","90.8","103.5","93.2","90.5","370","115",,"11",52.4,"2",9.5,5.6
"Valdez, Enmanuel","665839","21","8.6",52.4,"104.7","91.5","100.9","94.6","88","371","193",,"11",52.4,"1",4.8,3
"Freeman, Freddie","518692","21","14.2",47.6,"111.6","93.3","102.7","95.1","90.9","418","189","415","11",52.4,"3",14.3,12
"Winker, Jesse","608385","20","25.6",20,"109.3","87.8","99.8","101.8","88.2","398","139",,"7",35,"3",15,9.4
"Lukes, Nathan","664770","20","9.2",40,"103.2","81.7","94.4","80.5","88.4","295","124",,"5",25,"0",0,0
"Maton, Nick","665155","20","25.4",10,"109.3","89.3","100.3","92.6","86","406","209","403","8",40,"2",10,5.4
"Tellez, Rowdy","642133","20","17.4",40,"110","91.5","100.1","93.7","93.3","363","165","363","9",45,"2",10,6.1
"Mastrobuoni, Miles","670156","20","9.2",30,"107.2","94.4","102.2","95.9","94","334","130",,"13",65,"0",0,0
"Mervis, Matt","670223","20","16.6",35,"107.8","95.4","104.4","96.5","94.3","421","198","388","12",60,"4",20,10.5
"Dubón, Mauricio","643289","20","15.6",30,"103.5","84.8","93","83.6","86.4","358","139",,"4",20,"0",0,0
"Collins, Isaac","686555","19","8.7",36.8,"111.2","90.6","98.2","94.3","88.9","386","156",,"6",31.6,"1",5.3,4
"Matos, Luis","682641","19","5.5",42.1,"111.6","90.9","101","95.8","89.4","395","176","395","9",47.4,"2",10.5,10
"Sanoja, Javier","691594","19","10.7",42.1,"103.6","90","98","93","87.3","345","147",,"7",36.8,"0",0,0
"Thaiss, Matt","642136","19","20.2",31.6,"109.9","90.6","102.5","96.7","82.3","401","166",,"10",52.6,"0",0,0
"Jones, Nolan","666134","19","13.2",42.1,"109.1","94.1","103.7","97.4","92.9","389","167",,"11",57.9,"2",10.5,4.9
"Heineman, Tyler","623168","19","20.7",31.6,"104.5","87.7","99.1","91.1","94.2","393","149","386","6",31.6,"2",10.5,8.7
"Biggio, Cavan","624415","19","21.3",26.3,"102.8","87.4","96.1","90.3","79.9","321","168",,"5",26.3,"0",0,0
"DeLuca, Jonny","676356","19","14.4",26.3,"103.6","82.5","92.7","85.7","81.1","340","134",,"2",10.5,"0",0,0
"Caratini, Victor","605170","18","6.1",16.7,"107.5","86.6","99.1","92.5","84.4","381","117",,"5",27.8,"1",5.6,4.2
"Maldonado, Martín","455117","18","10.7",38.9,"104.2","87.6","97.5","94","84.6","388","155","365","5",27.8,"2",11.1,7.7
"Sosa, Edmundo","624641","18","5.1",55.6,"108.4","91.6","103.6","97.5","86.8","391","158",,"10",55.6,"1",5.6,3.6
"Marte, Starling","516782","18","11.7",27.8,"109.8","85.2","98.9","90","77","385","157","385","5",27.8,"2",11.1,6.3
"Kreidler, Ryan","668952","18","18.7",33.3,"106.9","91.3","100.8","91.3","91.4","371","163",,"6",33.3,"1",5.6,2.9
"Grichuk, Randal","545341","18","5.2",38.9,"111.6","92.4","104.4","99.4","83.7","371","183",,"12",66.7,"4",22.2,14.8
"McLain, Matt","680574","17","11.9",41.2,"107.9","93.3","103.7","99.8","77.8","402","232","394","11",64.7,"5",29.4,16.1
"Baker, Luken","663609","17","17.7",23.5,"109.5","95.9","104.1","102.1","95.9","353","128",,"11",64.7,"2",11.8,7.7
"Gurriel, Yuli","493329","17","18.8",11.8,"106.2","85.1","96","94.8","79.6","370","143",,"3",17.6,"0",0,0
"Fermin, Freddy","666023","17","3",17.6,"106.1","88.3","97.8","92.4","85.9","343","107",,"6",35.3,"0",0,0
"Arcia, Orlando","606115","17","-5",5.9,"106.4","86.9","97.3","90.7","86.2","269","66",,"5",29.4,"0",0,0
"Torres, Gleyber","650402","17","11.1",41.2,"108","90.4","100","96.1","84","379","176","379","8",47.1,"0",0,0
"Wong, Connor","657136","16","8.3",43.8,"106.7","85.7","97.5","90.7","81.8","390","146",,"5",31.3,"2",12.5,7.7
"Fortes, Nick","663743","16","13.4",43.8,"104.6","91","100.6","94.9","92.1","390","198",,"10",62.5,"2",12.5,9.1
"Berti, Jon","542932","16","-3.5",18.8,"111.3","88.5","100.4","89","88.9","291","79",,"7",43.8,"0",0,0
"Newman, Kevin","621028","16","11.1",31.3,"105.5","85.1","96","85.4","87.3","344","145",,"4",25,"0",0,0
"Senger, Hayden","663584","16","-3.3",37.5,"101.1","81.7","94.3","90","73.7","352","124",,"5",31.3,"0",0,0
"Herrera, Iván","671056","16","8",43.8,"112.1","91.9","105.8","105.6","81.3","425","180","405","8",50,"5",31.3,20.8
"Caballero, José","676609","16","27.3",68.8,"104.5","85.7","93.9","85.7",,"344","245","327","3",18.8,"1",6.3,3
"Gonzalez, Romy","663853","15","2.1",26.7,"108.2","92.3","101.3","92.1","92.3","340","125",,"8",53.3,"0",0,0
"Veen, Zac","691728","15","17.1",13.3,"109.2","86.9","95","87.4","87.9","366","128",,"2",13.3,"0",0,0
"Mead, Curtis","678554","15","14.2",26.7,"111","91.1","101.9","90.7","97.4","371","160",,"6",40,"1",6.7,4.2
"Slater, Austin","596103","15","6.3",40,"109.3","93.4","103.1","100.9","82.3","392","198","392","10",66.7,"3",20,15
"Canario, Alexander","672744","15","26",33.3,"105.3","93.3","100.9","96.3","91.6","402","210","402","8",53.3,"4",26.7,18.2
"Garver, Mitch","641598","15","26.1",33.3,"104.6","95","101.8","96","95.4","363","190",,"7",46.7,"1",6.7,3.7
"d'Arnaud, Travis","518595","15","13.8",20,"105","93.1","100.1","97.4","90.6","398","168",,"6",40,"2",13.3,10.5
"Saggese, Thomas","695336","14","12.6",42.9,"109.9","91.8","102.1","92.4","91.1","430","146","430","6",42.9,"1",7.1,5.6
"Hamilton, David","666152","14","21",21.4,"101.5","82.8","89.6","84.3","83.8","321","157",,"2",14.3,"0",0,0
"Suwinski, Jack","669261","14","28",57.1,"110.4","92.6","103.7","92.5","93.3","374","255",,"7",50,"3",21.4,8.8
"Herrera, Jose","645444","14","22.5",21.4,"97.4","74","86.1","79.1","70.5","384","152","384","1",7.1,"0",0,0
"Margot, Manuel","622534","14","10.1",42.9,"102.8","79.5","91.2","85.7","73.9","366","157",,"2",14.3,"0",0,0
"Murphy, Sean","669221","14","12.3",50,"110.9","89.5","104.1","94.4","82.9","429","194","409","6",42.9,"4",28.6,15.4
"Urías, Luis","649966","13","16.8",46.2,"104.9","87.6","97.2","90.4","84.3","396","183","396","4",30.8,"1",7.7,5.9
"Tawa, Tim","694374","13","0.9",15.4,"104","88.7","96.6","85.8","90.5","338","111",,"3",23.1,"0",0,0
"Gorman, Nolan","669357","13","15.9",46.2,"103.8","85.9","100.5","92.6","63.8","409","247","409","7",53.8,"4",30.8,22.2
"Rogers, Jake","668670","13","20.6",61.5,"98.9","79.8","89.5","88.6","68.4","360","175",,"3",23.1,"2",15.4,9.1
"Moncada, Yoán","660162","13","15.3",15.4,"103.7","89.6","96.8","89.2","93.6","322","138",,"4",30.8,"0",0,0
"Pillar, Kevin","607680","13","12.2",46.2,"102.9","85.8","94.6","83.2","88.9","328","152",,"3",23.1,"0",0,0
"Schneemann, Daniel","682177","12","6.4",16.7,"104.7","90.4","99.8","97","86.5","401","170","401","5",41.7,"2",16.7,8
"Lee, Korey","686676","12","15.7",25,"103.2","83.3","96","87.6","78.5","372","137",,"3",25,"0",0,0
"Siri, Jose","642350","12","31.2",33.3,"104.4","81.1","92.5","88.5","63.9","407","220",,"2",16.7,"2",16.7,8.3
"Fairchild, Stuart","656413","12","35.2",25,"103.3","84.6","95.4","91.8","81.2","382","177",,"3",25,"2",16.7,12.5
"Rojas, Johan","679032","12","-4.2",0,"107.5","92.4","102.5","76.1","95.6","253","45",,"5",41.7,"0",0,0
"Triolo, Jared","669707","12","10.5",25,"104.7","85.6","95.3","92.9","78.8","377","151",,"3",25,"1",8.3,5.6
"Dunn, Blake","694362","12","6.2",33.3,"104.6","93.1","98.5","96.5","89.6","384","148","384","5",41.7,"2",16.7,6.5
"Profar, Jurickson","595777","12","0.7",25,"99.3","83.9","92","85.9","84.8","334","115",,"2",16.7,"0",0,0
"Solano, Donovan","456781","12","16.7",41.7,"100.6","81.5","96","93.5","80.4","390","162",,"4",33.3,"1",8.3,5.3
"Beck, Jordan","687597","12","7.5",16.7,"102.3","89.6","98.3","91","88.6","329","113",,"4",33.3,"0",0,0
"Gasper, Mickey","681508","11","19.5",0,"96.3","84.1","93.1","88.3","84.4","253","106",,"1",9.1,"0",0,0
"Canha, Mark","592192","11","11.3",27.3,"104.6","87.8","98.2","95.5","88.2","295","139",,"4",36.4,"0",0,0
"Jankowski, Travis","608671","11","19.1",36.4,"107.2","85.7","96.2","84.7","91.2","302","166",,"2",18.2,"0",0,0
"Refsnyder, Rob","608701","11","13.5",27.3,"106.4","91.9","99.5","88.2","96","213","90",,"6",54.5,"0",0,0
"Rortvedt, Ben","666163","11","16",9.1,"103","77.1","84.5","74.1","81.4","243","78",,"1",9.1,"0",0,0
"Brown, Seth","664913","11","15.5",54.5,"98.4","84.7","93.8","89.8","75.7","364","197",,"4",36.4,"0",0,0
"Hampson, Garrett","641658","11","10.4",27.3,"97.6","83.5","93.5","85.7","80.8","342","140",,"3",27.3,"0",0,0
"Pozo, Yohel","650968","11","22.9",54.5,"101.1","88.7","96.4","91.9","80.3","380","214","380","5",45.5,"0",0,0
"Peraza, Oswald","672724","10","21.5",20,"109.2","92.9","101.4","94.8","96.7","379","151","379","5",50,"1",10,6.3
"Stallings, Jacob","607732","10","25.6",40,"96.5","85.1","93.1","84.5","85","356","181",,"3",30,"0",0,0
"Schmitt, Casey","669477","10","8.2",30,"111.4","86","96.2","96.2","79.2","378","139",,"3",30,"1",10,6.3
"Cowser, Colton","681297","10","20.3",30,"110.6","93.7","104.4","102.2","93.2","417","148","417","6",60,"1",10,5.6
"Sánchez, Gary","596142","9","21.2",22.2,"107.7","91.4","101.6","93.8","98.3","351","165",,"5",55.6,"0",0,0
"Martínez, Angel","682657","9","10.5",44.4,"103.4","94.6","102.7","96","92.8","385","180",,"6",66.7,"1",11.1,9.1
"McCormick, Chas","676801","9","9.6",33.3,"96","81.1","88.4","79.2","83.1","231","87",,"1",11.1,"0",0,0
"Freeman, Tyler","671289","9","3.1",22.2,"108","96","102.3","92.3","97.9","355","129",,"4",44.4,"0",0,0
"Escarra, J.C.","641555","9","32.5",33.3,"106.4","90.1","100.1","95.1","100.6","285","144",,"4",44.4,"0",0,0
"Tauchman, Mike","643565","8","22",25,"97.1","81.1","90.5","80.5","82.2","295","187",,"1",12.5,"0",0,0
"Duran, Ezequiel","677649","8","-4.4",37.5,"99.6","75.9","87.6","83.5","71.4","339","132",,"2",25,"0",0,0
"Barnes, Austin","605131","8","3.1",12.5,"91.3","73.9","84.7","91.3","75.1","309","65",,"0",0,"0",0,0
"Gonzalez, Oscar","660757","8","6.3",12.5,"110.9","87.8","101.4","94.3","77.1","366","175",,"4",50,"0",0,0
"Marchán, Rafael","665561","8","14.2",25,"104.4","82.1","92.4","86.7","86.1","250","116",,"2",25,"0",0,0
"Dezenzo, Zach","701305","8","17.7",37.5,"104.6","84.1","95.8","90.7","73.1","261","143",,"2",25,"0",0,0
"Davis, Henry","680779","8","38.6",37.5,"95.9","79.7","88.8","77.9","95.9","231","132",,"1",12.5,"0",0,0
"Huff, Sam","669087","8","3.4",12.5,"103.7","92.1","100.6","94.7","89.5","276","124",,"4",50,"0",0,0
"Bauers, Jake","641343","7","27.3",42.9,"108.7","95.8","106.8","102.1","95.2","348","240","331","5",71.4,"2",28.6,10.5
"Schuemann, Max","680474","7","9.7",28.6,"104.1","90.7","99.5","95.9","92.1","359","141",,"3",42.9,"1",14.3,10
"Mateo, Jorge","622761","7","24.7",14.3,"101.6","89.8","93.1","88.1","93.9","347","213",,"1",14.3,"0",0,0
"Wynns, Austin","642851","7","24.9",57.1,"107","90.9","100.5","98.2","88.1","410","216","410","3",42.9,"1",14.3,6.7
"Schneider, Davis","676914","7","20.6",14.3,"89.1","74.4","82.4","76.8","76.4","293","133",,"0",0,"0",0,0
"Reyes, Pablo","622569","6","22.2",16.7,"94.7","80.2","88","75.7","88","259","117",,"0",0,"0",0,0
"Montes, Coco","663796","6","-6.5",16.7,"105.2","87.9","99.7","68.6","91.8","168","39",,"2",33.3,"0",0,0
"Bouchard, Sean","656248","6","19.7",33.3,"104","90.8","101.2","101.2","76","367","168","367","3",50,"0",0,0
"Koss, Christian","683766","6","-10.4",0,"103.8","89.5","100.9",,"89.5","50","17",,"3",50,"0",0,0
"Meidroth, Chase","805367","6","-7",33.3,"91.5","76.7","89.9","86.7","74.8","190","82",,"0",0,"0",0,0
"Siani, Michael","672279","6","31.2",33.3,"96.7","76.2","82.2","72.3","96.7","259","143",,"1",16.7,"0",0,0
"Haase, Eric","606992","6","14.4",33.3,"107.4","86.6","95.7","86.7","88","419","159","419","2",33.3,"1",16.7,8.3
"White, Eli","642201","6","4.4",66.7,"106.3","89.8","96","94.1","72.4","335","205",,"1",16.7,"0",0,0
"Narváez, Omar","553882","6","14.9",33.3,"94.5","85.5","93.1","84.7","87","318","193",,"0",0,"0",0,0
"Tena, José","677588","6","-4.3",16.7,"102.4","81","93.1","88.4","76","279","96",,"1",16.7,"0",0,0
"Marte, Noelvi","682622","6","18.3",0,"93.2","81.3","88","78.4","85.3","240","104",,"0",0,"0",0,0
"Hedges, Austin","595978","5","21.9",20,"106","87.2","99.4","99.4","60.4","363","204","363","2",40,"0",0,0
"Lopez, Nicky","670032","5","1.1",0,"96.9","76.6","84",,"84","190","78",,"1",20,"0",0,0
"Lee, Brooks","686797","5","1.6",40,"99.8","92.6","99","99.1","88.2","358","148",,"4",80,"1",20,16.7
"Taylor, Chris","621035","5","37.2",20,"96.7","78","86.3","76.7","96.7","223","162",,"1",20,"0",0,0
"Waters, Drew","671221","5","7.8",60,"96.8","94.6","96.4","93.9","96.8","276","182",,"2",40,"0",0,0
"Laureano, Ramón","657656","5","6.6",0,"97.8","83.3","86.3","78.7","86.3","249","97",,"1",20,"0",0,0
"Pereda, Jhonny","640902","5","7.8",40,"103.3","88.5","96.5","93","85.4","321","138",,"2",40,"0",0,0
"Rivas, Leo","660844","4","27.1",50,"97.1","86.2","93","87.8","80.4","307","167",,"1",25,"0",0,0
"Cheng, Tsung-Che","691907","4","17.9",25,"100.6","93.2","98.6","91.5","94.8","296","178",,"2",50,"0",0,0
"Amador, Adael","691182","4","25.5",50,"102.7","89.1","95.9","84.6","102.7","327","217",,"1",25,"0",0,0
"Sabol, Blake","666165","4","4.2",25,"105.5","95.1","102.8","100.1","93.4","365","125",,"2",50,"1",25,14.3
"Workman, Gage","669398","4","24.1",50,"105.6","95.6","102.9","98.1","88.2","347","212",,"2",50,"1",25,10
"Tromp, Chadwick","644433","3","9.3",0,"98.9","89.3","95.1",,"88.2","174","62",,"1",33.3,"0",0,0
"Harris, Dustin","687957","3","22.3",33.3,"102.9","96","98.2","97.3","93.5","408","226","408","1",33.3,"1",33.3,25
"Keirsey Jr., DaShawn","680577","3","5.1",0,"96.3","88.9","92.7",,"92.7","86","31",,"1",33.3,"0",0,0
"Hurtubise, Jacob","674441","3","-4.3",33.3,"97.8","92.5","95.4","97.8","89.8","171","65",,"1",33.3,"0",0,0
"Clemens, Kody","665019","3","-13.1",0,"91.5","79.1","88.9",,"79.1","62","29",,"0",0,"0",0,0
"Adams, Riley","656180","2","8.7",50,"99.2","97.3","99.2","99.2","95.3","301","175",,"2",100,"0",0,0
"Rodríguez, Johnathan","671286","2","49.9",0,"95.5","83.9","95.5","95.5",,"303","238",,"1",50,"0",0,0
"Nido, Tomás","621512","2","22.9",0,"91.8","85.1","91.8",,"91.8","130","69",,"0",0,"0",0,0
"Nuñez, Nasim","683083","2","15.8",100,"94.4","87.2","94.4","87.2",,"298","229",,"0",0,"0",0,0
"Lowe, Josh","666139","2","-16.6",0,"98","84.7","98",,"84.7","7","7",,"1",50,"0",0,0
"Wade, Tyler","642180","2","-22.8",0,"87.5","75.2","87.5",,"75.2","19","11",,"0",0,"0",0,0
"Palacios, Joshua","641943","2","-12.1",0,"93.6","82.9","93.6",,"82.9","13","10",,"0",0,"0",0,0
"Brantly, Rob","542963","2","51.6",0,"92.4","89.2","92.4","89.2",,"276","234",,"0",0,"0",0,0
"Davis, J.D.","605204","1","-34.8",0,"79","79","79",,"79","2","2",,"0",0,"0",0,0
"Canzone, Dominic","686527","1","50.4",0,"88","88","88","88",,"246","246",,"0",0,"0",0,0
"Nelson, Ryne","669194","1","-16.7",0,"89.8","89.8","89.8",,"89.8","10","10",,"0",0,"0",0,0
"Ornelas, Jonathan","680716","1",,0,,,,,,"2","2",,"0",0,"0",0,0
"Tolbert, Tyler","686475","1","-35",0,"86.3","86.3","86.3",,"86.3","2","2",,"0",0,"0",0,0
"Feduccia, Hunter","676439","1","-7.5",0,"98.9","98.9","98.9",,"98.9","16","16",,"1",100,"0",0,0
"Blanco, Dairon","680118","1","-6.3",0,"72.9","72.9","72.9",,"72.9","13","13",,"0",0,"0",0,0
"Bae, Ji Hwan","678225","1","73",0,"79","79","79",,,"116","116",,"0",0,"0",0,0
"Gonzales, Nick","693304","1","22.8",100,"101","101","101","101",,"374","374","374","1",100,"1",100,33.3
"Carlson, Dylan","666185","1","39.4",0,"90.5","90.5","90.5","90.5",,"317","317",,"0",0,"0",0,0
